mint,slot,status,origin,fee_payer,signature,solscan_url
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417951040,OK,OUTSIDE,v2nMsb3Kc7HnB3tujQcQkxzbGvqHGm5tWDBKtp5SGfL,3ri2jNjfig7HJ8KY7ouApgAEvQ4TiuJoc7ooPxEpyarWDa3EFXi2vpuHDuqHgPBBcgTJGbQ5LPanpjQqb2PfBLVJ,https://solscan.io/tx/3ri2jNjfig7HJ8KY7ouApgAEvQ4TiuJoc7ooPxEpyarWDa3EFXi2vpuHDuqHgPBBcgTJGbQ5LPanpjQqb2PfBLVJ
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417950068,OK,OUTSIDE,EiFNqJ7uX95As6XRa3swWYDzaRg8oq5sfwVhBTHUAxuj,5xX9wKrjvP367ynYcehp2hkcURedmvWogK8kR8vARCTy2AoK7xf1VBuiHvTRPaPbHosyr7JqNBtgH5rgDmGpaMHS,https://solscan.io/tx/5xX9wKrjvP367ynYcehp2hkcURedmvWogK8kR8vARCTy2AoK7xf1VBuiHvTRPaPbHosyr7JqNBtgH5rgDmGpaMHS
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417949869,OK,OUTSIDE,Dx2tgB59kd2iDMaF5R8iZNKwxWdn1D9JCSca1rpoRuut,3pQBFskrfDJZEdAGSzCXMys2Vf3XF5otfEnmD1ErdGrxki85fmA7XVWbeUnVRFCvUtV6zVYgK47uscTezVYL7nSG,https://solscan.io/tx/3pQBFskrfDJZEdAGSzCXMys2Vf3XF5otfEnmD1ErdGrxki85fmA7XVWbeUnVRFCvUtV6zVYgK47uscTezVYL7nSG
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948800,OK,OUTSIDE,BiKtsT32HVGgpq5XEbnFKnLkx1S5vtvCZJRQE9jjmHXn,3195koRo2GvdakFXszpSzLkPs7nXGqvJQdLjTarR7ggijxGctrS9aZBLd2i6SZVURA2MM2hXTHQWYVE4s5pdEgyt,https://solscan.io/tx/3195koRo2GvdakFXszpSzLkPs7nXGqvJQdLjTarR7ggijxGctrS9aZBLd2i6SZVURA2MM2hXTHQWYVE4s5pdEgyt
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948315,OK,OUTSIDE,8Au6GPhMFQ9sN7VwQxBEo2kxuyf4pmPiBcZtFe96aeoQ,4yYGs9j8g45J9h3DRZNMUn7MLafQ48xTHQ1XkK1r6wwuwSQE3MD91zBQhLugMafTCM8GLbMLRBLjkY3Y6BSrqEP1,https://solscan.io/tx/4yYGs9j8g45J9h3DRZNMUn7MLafQ48xTHQ1XkK1r6wwuwSQE3MD91zBQhLugMafTCM8GLbMLRBLjkY3Y6BSrqEP1
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948240,OK,OURS,Cy3HBLEY3BX3BYYbtGorWWtxgsJgJjg5idWvZAPrut62,3q3hERNfzDeMTF321MwCroekJbFksrTiaCcLi77XB1urM8fbQThzDmnkza48fQzatEtBWje3nMxC66TYJ6z1GxaR,https://solscan.io/tx/3q3hERNfzDeMTF321MwCroekJbFksrTiaCcLi77XB1urM8fbQThzDmnkza48fQzatEtBWje3nMxC66TYJ6z1GxaR
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948240,OK,OURS,DfwB3K4TLo7CEW2XgN2MobV9pySaMEei611DojUz2VXB,q9hJbzBNohqTcycwnCbXjRCRw2Pf79dRPytQHF6W2VxZcA4LTBcSGqk29veaSxxaB15GFHu2hTNK31Pi25MR9xz,https://solscan.io/tx/q9hJbzBNohqTcycwnCbXjRCRw2Pf79dRPytQHF6W2VxZcA4LTBcSGqk29veaSxxaB15GFHu2hTNK31Pi25MR9xz
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948240,OK,OURS,5mXseyzyHsdxqkBFAVjDMUEr3phjWoiymEdiq1EQuuEk,3b5GXPxirq7i7Q1PQNcYBUi4eNEgEK1eREdNjAKdCFsNw8kQXysp2sHUbbXud3Q66TGMfQzXwzPBsofRwmhoZQ9S,https://solscan.io/tx/3b5GXPxirq7i7Q1PQNcYBUi4eNEgEK1eREdNjAKdCFsNw8kQXysp2sHUbbXud3Q66TGMfQzXwzPBsofRwmhoZQ9S
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948240,OK,OURS,DxYsb32mCGn9MPnTB565oPXUztquz3i4sw3RHxd5rww9,5tFMTrKUYpYw1eQgyGpW9qoDDiyXvB1SdtKasc6aMHLqfqj1E276fzLBvdRAtaYNBUk2R8jzEV2d1yxAyAafLz4T,https://solscan.io/tx/5tFMTrKUYpYw1eQgyGpW9qoDDiyXvB1SdtKasc6aMHLqfqj1E276fzLBvdRAtaYNBUk2R8jzEV2d1yxAyAafLz4T
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,13QXdvL34f1pEB8XoF44RCLVTWxzVuUvvCbXnrCXhfrt,8s7sZ3tQEmBskwUFECoZeRHjnw5TYtLoa5sQ48PfWHSqJevVLBe5MNg4PcisbM8x47EMMJh5AmHuJajj1dGi6RC,https://solscan.io/tx/8s7sZ3tQEmBskwUFECoZeRHjnw5TYtLoa5sQ48PfWHSqJevVLBe5MNg4PcisbM8x47EMMJh5AmHuJajj1dGi6RC
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,BKsLb5QQmXu3svJ2grdnT6u2hPjeinSxg5AdrFJMHzXp,5cYojQBFA5krsfnBuykFf4GfkckRCA8xLiXNvDjiQmoq4BS1mYbMGhpPmphYLXfmJyHrJavjArWoQ6QL43XW53jB,https://solscan.io/tx/5cYojQBFA5krsfnBuykFf4GfkckRCA8xLiXNvDjiQmoq4BS1mYbMGhpPmphYLXfmJyHrJavjArWoQ6QL43XW53jB
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,Dw8Q3gsj3Rft5HGCjBUnowhi5pNUfp1T99oakLL5Nki6,frL8TJ9SxeXSvKMXTbtPTLqZuafZZxVuYnCXyeeKZsDxwfhcd1fiGN8s8AsraZqdMast5D2QY81PQDCtQ3sdDU1,https://solscan.io/tx/frL8TJ9SxeXSvKMXTbtPTLqZuafZZxVuYnCXyeeKZsDxwfhcd1fiGN8s8AsraZqdMast5D2QY81PQDCtQ3sdDU1
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,3svh23KUTeARJ3oXbUnZCr2RDdJFAwVonFsF1FoE8K8P,3efecm6kZ5ToYuAyC3eTY9kGL8jA3728iiFifz4y6BLiGLtf6WM7jhhDB8AjvNVRMbBZaAqU1AeXWWDtWDec9RtH,https://solscan.io/tx/3efecm6kZ5ToYuAyC3eTY9kGL8jA3728iiFifz4y6BLiGLtf6WM7jhhDB8AjvNVRMbBZaAqU1AeXWWDtWDec9RtH
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,7UpUTWKS5qVfKkjDYdnQoytD325c1mGyLSvzt9LKUWNc,3stq8b43gkz848XvhugnpXubhHVqwCxBT4TWfCTJFXF68EhFLBr6KmdSkGaSBUynw2RFF1ANNz2yoEiqA53jkUcy,https://solscan.io/tx/3stq8b43gkz848XvhugnpXubhHVqwCxBT4TWfCTJFXF68EhFLBr6KmdSkGaSBUynw2RFF1ANNz2yoEiqA53jkUcy
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,9XgTesNgBYmG7n7isDULTLruzHu8THRHEacbGVYc8yNN,uphbddiAfDcimteQnZ92D8knEcf3R2aPf1qvo1bLqiJpZh1aUN8qQKdgupiF6DTagnLJaPeMeQ8dpsDw1n6iHgW,https://solscan.io/tx/uphbddiAfDcimteQnZ92D8knEcf3R2aPf1qvo1bLqiJpZh1aUN8qQKdgupiF6DTagnLJaPeMeQ8dpsDw1n6iHgW
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,CVNSHudaJUeigPpkHABnDXTieTuUJK3rf6zXbhipB3Jb,4b8jnbZCiRVuUhETL4aNohA3uteEsREGcZJAxHin6WYfRaMroCugjZp2v2YqkdGrbQwzsYPV4VUB9AYkqErwnBV1,https://solscan.io/tx/4b8jnbZCiRVuUhETL4aNohA3uteEsREGcZJAxHin6WYfRaMroCugjZp2v2YqkdGrbQwzsYPV4VUB9AYkqErwnBV1
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948238,OK,OURS,AuKCjURRdBijndFRABhsbwV36FHbLXBMducUvQFeKL1q,4i18hdVoyY2wfEsx4hQZmKLzzMayCx4gPoe18qH5o3G71zFL5sL6Wqcz92QSUmsJcodo5fFCnnYBM4XvkJDN4tkU,https://solscan.io/tx/4i18hdVoyY2wfEsx4hQZmKLzzMayCx4gPoe18qH5o3G71zFL5sL6Wqcz92QSUmsJcodo5fFCnnYBM4XvkJDN4tkU
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,Gbn3mHE1hJob5SogxmWv8XApwGcoiknhGHSXzpyCPqPa,9gVGS1eB3GEQd9PkNARvKuXEM2QTY8bFNaVgHiXMqiJNvJX2G51wWcyf2RQToQyJuJjJhLQZgVEfCgGWKLLz4Ce,https://solscan.io/tx/9gVGS1eB3GEQd9PkNARvKuXEM2QTY8bFNaVgHiXMqiJNvJX2G51wWcyf2RQToQyJuJjJhLQZgVEfCgGWKLLz4Ce
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,6K1avszJK2qkiPNpaq21gCn8wPogEjX4R3JG6QWfyvLk,3BrGN6KX1zsa8FWQbH6a9FJH9iRHQgcy424eDrqtABQDn26MDs9TdWfsG9ZArGeUzMJHZTuxxcuC99TZtXauuczs,https://solscan.io/tx/3BrGN6KX1zsa8FWQbH6a9FJH9iRHQgcy424eDrqtABQDn26MDs9TdWfsG9ZArGeUzMJHZTuxxcuC99TZtXauuczs
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,87qgKf6YoAhuSwgpjuDgz5y55T5zee1F8EfoJw3sz2Eq,24cDfUAwsuKmdgHTiKii625Hq7W4bpCeoRNP6NonGPhB7wsiDWNrJ3CNSdKqZEiZmRX8onGnjJf9svxkLLeAW3i5,https://solscan.io/tx/24cDfUAwsuKmdgHTiKii625Hq7W4bpCeoRNP6NonGPhB7wsiDWNrJ3CNSdKqZEiZmRX8onGnjJf9svxkLLeAW3i5
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,GTTtHmh553e6cDwzaTK7CNuFGiJVErjN1RfS2WtghdDm,4bneVvnCYnj8wHNz6jUPzxCAJEbdq9D4PQcGkuPLkhAVC4K7Kj9bGDdB9v5bdYBBRNViaKTnWMTnMtVdTywrdUHt,https://solscan.io/tx/4bneVvnCYnj8wHNz6jUPzxCAJEbdq9D4PQcGkuPLkhAVC4K7Kj9bGDdB9v5bdYBBRNViaKTnWMTnMtVdTywrdUHt
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,CCFeDkPaVa6JfDf6PewvvaT7QFybcicVhiR4ioZfchnv,5LPHscfdumFDJv41MgfwGoochc7ZRPiq1kopCTyB5U3epM1GGtNcXNf1yJs3nDCzX3tBdu17JXQH7jfmMwGi7Gef,https://solscan.io/tx/5LPHscfdumFDJv41MgfwGoochc7ZRPiq1kopCTyB5U3epM1GGtNcXNf1yJs3nDCzX3tBdu17JXQH7jfmMwGi7Gef
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,68uCjcYZaSxW7gXbu3jkSdKjGVFXaHC2jiXFXSDizqEw,5xpgEPxcQamqeqW38Y1oZU3pQXpkEKnA8YuE2vrXKKDoFrZH7UoVDnmaKLBEsjCo5RoorZvz4xDWDbSMGxKDGPs1,https://solscan.io/tx/5xpgEPxcQamqeqW38Y1oZU3pQXpkEKnA8YuE2vrXKKDoFrZH7UoVDnmaKLBEsjCo5RoorZvz4xDWDbSMGxKDGPs1
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,51TiErfg1qGydWD6KdNj5Tm2QgZMzvzACwqhYonSVhxs,3HBxraYyEWWfSshkVYmAwas7tpbvnazUK5HdN7cNfDmGfiiEhgV6FH5Zvx1P5dAdwpok6JtYMQE4M9XDPcEtgKwQ,https://solscan.io/tx/3HBxraYyEWWfSshkVYmAwas7tpbvnazUK5HdN7cNfDmGfiiEhgV6FH5Zvx1P5dAdwpok6JtYMQE4M9XDPcEtgKwQ
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948236,OK,OURS,AMiHje6UhFLdpdYMCTkXLqk6UDqqr8Xwf8jcCTzKryU7,4TSAZHEPPpxNNTqSMskjsNZ8seXLGrku34RvEnKuq8VTbqmDshsRS6KyCv96NoSYvYQQtLHkWbXgWtk6qjoow1Le,https://solscan.io/tx/4TSAZHEPPpxNNTqSMskjsNZ8seXLGrku34RvEnKuq8VTbqmDshsRS6KyCv96NoSYvYQQtLHkWbXgWtk6qjoow1Le
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,DyxxtYfGPbTaYbfx68Km4e5PqiV8sVwsHjWhAyszAakp,4B6cpxvFHhbeqgQzcVRyx9v1Jkh4AzbpNLGwSvn2Rw7Jksv7wDNTrmGTctDcwUncNq2UTTA6We8kFuUyo8MTVVHx,https://solscan.io/tx/4B6cpxvFHhbeqgQzcVRyx9v1Jkh4AzbpNLGwSvn2Rw7Jksv7wDNTrmGTctDcwUncNq2UTTA6We8kFuUyo8MTVVHx
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,83bS7wZYR76ocsJJ5pWXsWBwobj45XqcEfJNPdegSkY7,5UR81F1kEC4oeo7gozXbi81SE71sc6newQdaUsDsHMgpJgGVGvqcuwdVPYGUJBfHhmk3vQdTXYyMyCnt32uHZh8F,https://solscan.io/tx/5UR81F1kEC4oeo7gozXbi81SE71sc6newQdaUsDsHMgpJgGVGvqcuwdVPYGUJBfHhmk3vQdTXYyMyCnt32uHZh8F
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,EaEQpFaTAFwJwE5dYVR3ub4pRhm3ScFrBk22ECcEanC9,5g1K5TW6cVWq5Lcy4JfB7CeX8J8Ma2JZjZ3pmpxyTsRrRLbDv2XCKFFTXgdiB1c3VJCgHfi315m1Lra9ybfL2eYo,https://solscan.io/tx/5g1K5TW6cVWq5Lcy4JfB7CeX8J8Ma2JZjZ3pmpxyTsRrRLbDv2XCKFFTXgdiB1c3VJCgHfi315m1Lra9ybfL2eYo
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,EXHd3vEp9vbGvXsZWjV7WatrJ6QYPLBgTL6LgDEay6w8,5rXiZ8WYc8ePV9tiwnyZKbdVVBEJkrkkoFBcc8Brnva33oMtdDpf8tdsEjv29mpq7HKW11Pf7pJgu7eEuXefdo5G,https://solscan.io/tx/5rXiZ8WYc8ePV9tiwnyZKbdVVBEJkrkkoFBcc8Brnva33oMtdDpf8tdsEjv29mpq7HKW11Pf7pJgu7eEuXefdo5G
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,944WvE9NDqMHb6oazVHp2LWpD5HseFB6V5PJjbNSPGWT,5vQSt1Jec2sWv3coZ11Mmn515uLqAgc2pJ4SgL6a7Ae9RBKzZ5FccfYs5WLgXb2ab5eBg3KZeN8VQ35oxgVp6bpe,https://solscan.io/tx/5vQSt1Jec2sWv3coZ11Mmn515uLqAgc2pJ4SgL6a7Ae9RBKzZ5FccfYs5WLgXb2ab5eBg3KZeN8VQ35oxgVp6bpe
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,8EhaHCm3C61XavYM6mDSff2i6kZUGXX2bRKk21AVeT2h,2ioGN3NQe6A8zUm6XoBeFjdiDzDiMpKpvZ5eAn9vw3fKhVHpPtDK1XLMdnoWeNCwpDjCj52hvXc7NqEcoFt8bLvy,https://solscan.io/tx/2ioGN3NQe6A8zUm6XoBeFjdiDzDiMpKpvZ5eAn9vw3fKhVHpPtDK1XLMdnoWeNCwpDjCj52hvXc7NqEcoFt8bLvy
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,AbFzvCRjVGdAJq6bNXZbAK4Zv54yAyvSxGp1CjLqaD8M,5gP4YrQsoyp69kaEAebVNQPznME2TkKtQj9oRXAkFxjELRvVYcxNV4tDPH62Bd9gazPdPJY5VJingU2VUJrp55xN,https://solscan.io/tx/5gP4YrQsoyp69kaEAebVNQPznME2TkKtQj9oRXAkFxjELRvVYcxNV4tDPH62Bd9gazPdPJY5VJingU2VUJrp55xN
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948234,OK,OURS,Hp3H49bGhxmMymrAFDbE5cP9roQvjw751ZXo4SBzeYRU,2kQxYjyXRBUztqArYW2dpf5WJnxskzhwexphVfHrGWoXrgMJXbeeMH1ZYJfWzM89drYqTY96ugYjAuGWZGaFoPoF,https://solscan.io/tx/2kQxYjyXRBUztqArYW2dpf5WJnxskzhwexphVfHrGWoXrgMJXbeeMH1ZYJfWzM89drYqTY96ugYjAuGWZGaFoPoF
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,Gh1oYrBa5Ps6ZbMucTKXdUHwcySpgSbT8ufsUAcswRn5,2dCtFYAei33ZA6og5PU7292tavazjQLZzSjxeGLJSXTZWsebo4SVsYcL15Ustrh75NXCcRqPof1HMdo1qKAsYZVT,https://solscan.io/tx/2dCtFYAei33ZA6og5PU7292tavazjQLZzSjxeGLJSXTZWsebo4SVsYcL15Ustrh75NXCcRqPof1HMdo1qKAsYZVT
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,2psxrT6tsbbgg2Ezg1bvCjzev7jXKkQnXV7nUcRtNSwv,3hCjzPBNrvayvXHZkwTfBbTRuStcqKYtsVCUeP2D5KYQ5YajbmcSTE38oR7GFWeC1t72HbYeTRyU8WGpmk2cixUx,https://solscan.io/tx/3hCjzPBNrvayvXHZkwTfBbTRuStcqKYtsVCUeP2D5KYQ5YajbmcSTE38oR7GFWeC1t72HbYeTRyU8WGpmk2cixUx
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,7n1T7jTwV9kjNUWt92myNGoyCr6m96GqpRDmewKhu7gG,442cLzFjU3C1Fw3hN2wkQTh9qvVCLVbRmVR7GGXFkp3AdhSbFhtsLijAbESoTq98LnQkn3bmZvbbWoVWVcA3Q19Y,https://solscan.io/tx/442cLzFjU3C1Fw3hN2wkQTh9qvVCLVbRmVR7GGXFkp3AdhSbFhtsLijAbESoTq98LnQkn3bmZvbbWoVWVcA3Q19Y
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,CZjFt2U6J2QyZVRsYqcMeWjLWN92DATMzeAf1rE1FUPa,3HXduHPkKhGFzgSMavwHtXQMdC5xb9986CFV4BnredX2kAsazrNdXU5MVXFWNwUL3uwSBp8FYzxNnG3aZQcaxTAL,https://solscan.io/tx/3HXduHPkKhGFzgSMavwHtXQMdC5xb9986CFV4BnredX2kAsazrNdXU5MVXFWNwUL3uwSBp8FYzxNnG3aZQcaxTAL
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,77HAHQkDNDHrtjySXKasPMWef1e6omM9ATAXA7B6NHRX,5sR9Qyo61EH7Z1RT5KpbWiDZzKMs9kNHbdoQuFiMhiEuiRy24AXcKr9mE9rwtpGrvVwWaM2cfXRhtk39rEpvLWaJ,https://solscan.io/tx/5sR9Qyo61EH7Z1RT5KpbWiDZzKMs9kNHbdoQuFiMhiEuiRy24AXcKr9mE9rwtpGrvVwWaM2cfXRhtk39rEpvLWaJ
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,694BUyv2eG6oa2ksujwokvsjCnmRdH284PjCkyuX55oE,4C2UyU7uu3TWpBFcK5z4pHgZK8YcbTZ2aqugRBUhuMVq6XLB9eBJg5RMPdNLMVo8CHPSBMF7nExcfroGEFnK2vhN,https://solscan.io/tx/4C2UyU7uu3TWpBFcK5z4pHgZK8YcbTZ2aqugRBUhuMVq6XLB9eBJg5RMPdNLMVo8CHPSBMF7nExcfroGEFnK2vhN
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,5dkg51rmXyBh9zL3HXCCzQtNJQHVhEsc5SnzzmpK6FKH,3PSw4k4UivFWFrkPd334UMyxQWrLmncEMmJg3VcvYBm4JfiDjqPgDtxwASqftzP6n4hzQeuyPqhE3PkRnrkF8rxU,https://solscan.io/tx/3PSw4k4UivFWFrkPd334UMyxQWrLmncEMmJg3VcvYBm4JfiDjqPgDtxwASqftzP6n4hzQeuyPqhE3PkRnrkF8rxU
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948232,OK,OURS,4t1PqdfNgHKfU3tmV2QZQPcQsHGo32wDEtKdJZe9k8C9,2hg1W6k4m5gXxkw1fCMsQBrHvaB1sHzoLf3yTDpaocisSTSbDEvo3Fu2ELYpWF22Fbg7VRxgqG5yEqGxNTAgAGBk,https://solscan.io/tx/2hg1W6k4m5gXxkw1fCMsQBrHvaB1sHzoLf3yTDpaocisSTSbDEvo3Fu2ELYpWF22Fbg7VRxgqG5yEqGxNTAgAGBk
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948228,OK,OURS,483xH312GrQsWmcMbQmtnhUeWmNmR3jFkM3j5cN8v4gG,3Z96kLLfuoD1azbqtdYjCf8x1aBxA8UYhEJYdTnEJcsn1TVjTVwY2wF9fE2BCwWeQpQugfqdDekAvv4zKpKyxhQK,https://solscan.io/tx/3Z96kLLfuoD1azbqtdYjCf8x1aBxA8UYhEJYdTnEJcsn1TVjTVwY2wF9fE2BCwWeQpQugfqdDekAvv4zKpKyxhQK
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948228,OK,OURS,BGcfUrcrFDdSAygd2FpntMkpmrZQMawzAu1VLYZF7Afk,yvG5vt1awScLkVkcoUTSCidLHttRd8NNcWKYRiYAnwjxaWs6x4JnDouXkHT5PTFiJjYyDqYanFHZGiUeWsYVZ6U,https://solscan.io/tx/yvG5vt1awScLkVkcoUTSCidLHttRd8NNcWKYRiYAnwjxaWs6x4JnDouXkHT5PTFiJjYyDqYanFHZGiUeWsYVZ6U
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948228,OK,OURS,EVGjLfonnDgzAHKLxBq5jFs9Gv9yZFZEt9ihkdkhs2tJ,2ptghZypQPC8bc7xw9nAFLcfWms1u1HjLqsJnqyNPCrHBg4aTiWZWvtaNfHmKzcrdm6WqA9ijSQ5y3Z3gjDJSsLz,https://solscan.io/tx/2ptghZypQPC8bc7xw9nAFLcfWms1u1HjLqsJnqyNPCrHBg4aTiWZWvtaNfHmKzcrdm6WqA9ijSQ5y3Z3gjDJSsLz
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948228,OK,OURS,2vU5eCq5RUi5ezLU9SA4EGXSAwbVS778q9Ua48ZMLgT8,3yfatG5uaQJgPmSShn5Yb55kN7LCmsBU7Y2LuprskKEx4V8K4b96iiXctoZBKzuAfcytYKHthYMJQ18woHESVNuu,https://solscan.io/tx/3yfatG5uaQJgPmSShn5Yb55kN7LCmsBU7Y2LuprskKEx4V8K4b96iiXctoZBKzuAfcytYKHthYMJQ18woHESVNuu
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948226,OK,OURS,FPebrJLswG2uWAyXRwGoVZ7X8Pq6U4vDuUjFniv5FK9Q,3ifZ1e73CZSd96NQamfrkq7RXpn7AdaoVxca5FuQRC8LeEkyq8wJVwz8vy4RTg9UTX5cTwhx694X8nE4uucHLRkM,https://solscan.io/tx/3ifZ1e73CZSd96NQamfrkq7RXpn7AdaoVxca5FuQRC8LeEkyq8wJVwz8vy4RTg9UTX5cTwhx694X8nE4uucHLRkM
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948226,OK,OURS,DCdWDAZ6TSd1FgKWRBsivgBfL8uXXhm5f2AkpFQgoHn1,3hEQ8TXQCPsbEop51vm1swzY8defuwi8gbEXB4xy8DQUzbgyXsfyXmJTBGJJTB8JcMRquyJqxGsyb3GbeoDkjzZA,https://solscan.io/tx/3hEQ8TXQCPsbEop51vm1swzY8defuwi8gbEXB4xy8DQUzbgyXsfyXmJTBGJJTB8JcMRquyJqxGsyb3GbeoDkjzZA
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948226,OK,OURS,3tkUu4KTszE1Q1BALNCUaDNB4G72kf1n9Da6nmMzGnBX,hFYty2MCe3hwzbWHr4kJQjwqkvmsd6tNuB4PJBwRnZUn3La1buRG7gX8LkMz8yRPrn1tzXnv8CbAzZuJ1kEAyei,https://solscan.io/tx/hFYty2MCe3hwzbWHr4kJQjwqkvmsd6tNuB4PJBwRnZUn3La1buRG7gX8LkMz8yRPrn1tzXnv8CbAzZuJ1kEAyei
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948226,OK,OURS,GKxDLDDivmvUr59RcHNgoZk6FSYgvSVhpvGDBrdUofDa,2ektZgG1vUgKR88Ba2QMFiDskBUieJg3NJJgmYBfxikz8dACCoKZ1apskfzyGuNVyPz4PYFYGQVTCpbuZCma3zQj,https://solscan.io/tx/2ektZgG1vUgKR88Ba2QMFiDskBUieJg3NJJgmYBfxikz8dACCoKZ1apskfzyGuNVyPz4PYFYGQVTCpbuZCma3zQj
AW2ZmQD82s3cE3fpAFNycPq8xNSVLd3z23p3zWqCvMif,417948226,OK,OURS,8G7NyxjwC9AHWahTGXkTd5xNdLu7BMGLytFTQNSaWLoB,4i5LRkpEexQtKTXgUTr7g5mHaorB3CCChnugyUEsGfQNzKKAhqfHTFte3UquNkzM5Ys6dKfQbZrVXprvmHfvTNTF,https://solscan.io/tx/4i5LRkpEexQtKTXgUTr7g5mHaorB3CCChnugyUEsGfQNzKKAhqfHTFte3UquNkzM5Ys6dKfQbZrVXprvmHfvTNTF
